id,base_species_id,dex_num,slug_aliases,form_slug,form_name,region,showdown_slug,veekun_slug,veekun_form_id,is_legendary,is_mythical,is_cosmetic,has_gender_diffs,is_female,is_mega,is_primal,is_regional,is_totem,is_fusion,is_ability_form,is_gmax,can_dynamax,is_battle_only,is_reversible,is_home_storable,is_home_registrable,gen,name,slug,sorting_order
378,,378,[],,,hoenn,regice,regice,378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Regice,regice,0
379,,379,[],,,hoenn,registeel,registeel,379,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Registeel,registeel,0
380,,380,[],,,hoenn,latias,latias,380,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Latias,latias,0
381,,381,[],,,hoenn,latios,latios,381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Latios,latios,0
382,,382,[],,,hoenn,kyogre,kyogre,382,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Kyogre,kyogre,0
383,,383,[],,,hoenn,groudon,groudon,383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Groudon,groudon,0
384,,384,[],,,hoenn,rayquaza,rayquaza,384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Rayquaza,rayquaza,0
385,,385,[],,,hoenn,jirachi,jirachi,385,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Jirachi,jirachi,0
386,,386,"[""deoxys-normal""]",normal,"Normal Forme",hoenn,deoxys,deoxys-normal,386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,Deoxys,deoxys,0
387,,387,[],,,sinnoh,turtwig,turtwig,387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Turtwig,turtwig,0
388,,388,[],,,sinnoh,grotle,grotle,388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Grotle,grotle,0
389,,389,[],,,sinnoh,torterra,torterra,389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Torterra,torterra,0
390,,390,[],,,sinnoh,chimchar,chimchar,390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Chimchar,chimchar,0
391,,391,[],,,sinnoh,monferno,monferno,391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Monferno,monferno,0
392,,392,[],,,sinnoh,infernape,infernape,392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Infernape,infernape,0
393,,393,[],,,sinnoh,piplup,piplup,393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Piplup,piplup,0
394,,394,[],,,sinnoh,prinplup,prinplup,394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Prinplup,prinplup,0
395,,395,[],,,sinnoh,empoleon,empoleon,395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Empoleon,empoleon,0
396,,396,[],,,sinnoh,starly,starly,396,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Starly,starly,0
397,,397,[],,,sinnoh,staravia,staravia,397,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Staravia,staravia,0
398,,398,[],,,sinnoh,staraptor,staraptor,398,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Staraptor,staraptor,0
399,,399,[],,,sinnoh,bidoof,bidoof,399,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bidoof,bidoof,0
400,,400,[],,,sinnoh,bibarel,bibarel,400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bibarel,bibarel,0
401,,401,[],,,sinnoh,kricketot,kricketot,401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Kricketot,kricketot,0
402,,402,[],,,sinnoh,kricketune,kricketune,402,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Kricketune,kricketune,0
403,,403,[],,,sinnoh,shinx,shinx,403,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Shinx,shinx,0
404,,404,[],,,sinnoh,luxio,luxio,404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Luxio,luxio,0
405,,405,[],,,sinnoh,luxray,luxray,405,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Luxray,luxray,0
406,,406,[],,,sinnoh,budew,budew,406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Budew,budew,0
407,,407,[],,,sinnoh,roserade,roserade,407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Roserade,roserade,0
408,,408,[],,,sinnoh,cranidos,cranidos,408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Cranidos,cranidos,0
409,,409,[],,,sinnoh,rampardos,rampardos,409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Rampardos,rampardos,0
410,,410,[],,,sinnoh,shieldon,shieldon,410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Shieldon,shieldon,0
411,,411,[],,,sinnoh,bastiodon,bastiodon,411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bastiodon,bastiodon,0
412,,412,"[""burmy-plant""]",plant,"Plant Cloak",sinnoh,burmy,burmy-plant,412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Burmy,burmy,0
413,,413,"[""wormadam-plant""]",plant,"Plant Cloak",sinnoh,wormadam,wormadam-plant,413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Wormadam,wormadam,0
414,,414,[],,,sinnoh,mothim,mothim-plant,414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Mothim,mothim,0
415,,415,[],,,sinnoh,combee,combee,415,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Combee,combee,0
416,,416,[],,,sinnoh,vespiquen,vespiquen,416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Vespiquen,vespiquen,0
417,,417,[],,,sinnoh,pachirisu,pachirisu,417,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Pachirisu,pachirisu,0
418,,418,[],,,sinnoh,buizel,buizel,418,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Buizel,buizel,0
419,,419,[],,,sinnoh,floatzel,floatzel,419,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Floatzel,floatzel,0
420,,420,[],,,sinnoh,cherubi,cherubi,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Cherubi,cherubi,0
421,,421,"[""cherrim-overcast""]",overcast,"Overcast Form",sinnoh,cherrim,cherrim-overcast,421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Cherrim,cherrim,0
422,,422,"[""shellos-west""]",west,"West Sea",sinnoh,shellos,shellos-west,422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Shellos,shellos,0
423,,423,"[""gastrodon-west""]",west,"West Sea",sinnoh,gastrodon,gastrodon-west,423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Gastrodon,gastrodon,0
424,,424,[],,,sinnoh,ambipom,ambipom,424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Ambipom,ambipom,0
425,,425,[],,,sinnoh,drifloon,drifloon,425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Drifloon,drifloon,0
426,,426,[],,,sinnoh,drifblim,drifblim,426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Drifblim,drifblim,0
427,,427,[],,,sinnoh,buneary,buneary,427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Buneary,buneary,0
428,,428,[],,,sinnoh,lopunny,lopunny,428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Lopunny,lopunny,0
429,,429,[],,,sinnoh,mismagius,mismagius,429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Mismagius,mismagius,0
430,,430,[],,,sinnoh,honchkrow,honchkrow,430,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Honchkrow,honchkrow,0
431,,431,[],,,sinnoh,glameow,glameow,431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Glameow,glameow,0
432,,432,[],,,sinnoh,purugly,purugly,432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Purugly,purugly,0
433,,433,[],,,sinnoh,chingling,chingling,433,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Chingling,chingling,0
434,,434,[],,,sinnoh,stunky,stunky,434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Stunky,stunky,0
435,,435,[],,,sinnoh,skuntank,skuntank,435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Skuntank,skuntank,0
436,,436,[],,,sinnoh,bronzor,bronzor,436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bronzor,bronzor,0
437,,437,[],,,sinnoh,bronzong,bronzong,437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bronzong,bronzong,0
438,,438,[],,,sinnoh,bonsly,bonsly,438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Bonsly,bonsly,0
439,,439,[],,,sinnoh,mimejr,mime-jr,439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,"Mime Jr.",mimejr,0
440,,440,[],,,sinnoh,happiny,happiny,440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Happiny,happiny,0
441,,441,[],,,sinnoh,chatot,chatot,441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Chatot,chatot,0
442,,442,[],,,sinnoh,spiritomb,spiritomb,442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Spiritomb,spiritomb,0
443,,443,[],,,sinnoh,gible,gible,443,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Gible,gible,0
444,,444,[],,,sinnoh,gabite,gabite,444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Gabite,gabite,0
445,,445,[],,,sinnoh,garchomp,garchomp,445,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Garchomp,garchomp,0
446,,446,[],,,sinnoh,munchlax,munchlax,446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Munchlax,munchlax,0
447,,447,[],,,sinnoh,riolu,riolu,447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Riolu,riolu,0
448,,448,[],,,sinnoh,lucario,lucario,448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Lucario,lucario,0
449,,449,[],,,sinnoh,hippopotas,hippopotas,449,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Hippopotas,hippopotas,0
450,,450,[],,,sinnoh,hippowdon,hippowdon,450,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Hippowdon,hippowdon,0
451,,451,[],,,sinnoh,skorupi,skorupi,451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Skorupi,skorupi,0
452,,452,[],,,sinnoh,drapion,drapion,452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Drapion,drapion,0
453,,453,[],,,sinnoh,croagunk,croagunk,453,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Croagunk,croagunk,0
454,,454,[],,,sinnoh,toxicroak,toxicroak,454,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Toxicroak,toxicroak,0
455,,455,[],,,sinnoh,carnivine,carnivine,455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Carnivine,carnivine,0
456,,456,[],,,sinnoh,finneon,finneon,456,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Finneon,finneon,0
457,,457,[],,,sinnoh,lumineon,lumineon,457,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Lumineon,lumineon,0
458,,458,[],,,sinnoh,mantyke,mantyke,458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Mantyke,mantyke,0
459,,459,[],,,sinnoh,snover,snover,459,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Snover,snover,0
460,,460,[],,,sinnoh,abomasnow,abomasnow,460,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Abomasnow,abomasnow,0
461,,461,[],,,sinnoh,weavile,weavile,461,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Weavile,weavile,0
462,,462,[],,,sinnoh,magnezone,magnezone,462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Magnezone,magnezone,0
463,,463,[],,,sinnoh,lickilicky,lickilicky,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Lickilicky,lickilicky,0
464,,464,[],,,sinnoh,rhyperior,rhyperior,464,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Rhyperior,rhyperior,0
465,,465,[],,,sinnoh,tangrowth,tangrowth,465,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Tangrowth,tangrowth,0
466,,466,[],,,sinnoh,electivire,electivire,466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Electivire,electivire,0
467,,467,[],,,sinnoh,magmortar,magmortar,467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Magmortar,magmortar,0
468,,468,[],,,sinnoh,togekiss,togekiss,468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Togekiss,togekiss,0
469,,469,[],,,sinnoh,yanmega,yanmega,469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Yanmega,yanmega,0
470,,470,[],,,sinnoh,leafeon,leafeon,470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Leafeon,leafeon,0
471,,471,[],,,sinnoh,glaceon,glaceon,471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Glaceon,glaceon,0
472,,472,[],,,sinnoh,gliscor,gliscor,472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Gliscor,gliscor,0
473,,473,[],,,sinnoh,mamoswine,mamoswine,473,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Mamoswine,mamoswine,0
474,,474,[],,Z,sinnoh,porygonz,porygon-z,474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Porygon-Z,porygonz,0
475,,475,[],,,sinnoh,gallade,gallade,475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Gallade,gallade,0
476,,476,[],,,sinnoh,probopass,probopass,476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Probopass,probopass,0
477,,477,[],,,sinnoh,dusknoir,dusknoir,477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Dusknoir,dusknoir,0
478,,478,[],,,sinnoh,froslass,froslass,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Froslass,froslass,0
479,,479,[],,,sinnoh,rotom,rotom,479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Rotom,rotom,0
480,,480,[],,,sinnoh,uxie,uxie,480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Uxie,uxie,0
481,,481,[],,,sinnoh,mesprit,mesprit,481,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Mesprit,mesprit,0
482,,482,[],,,sinnoh,azelf,azelf,482,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Azelf,azelf,0
483,,483,[],,,sinnoh,dialga,dialga,483,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Dialga,dialga,0
484,,484,[],,,sinnoh,palkia,palkia,484,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Palkia,palkia,0
485,,485,[],,,sinnoh,heatran,heatran,485,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Heatran,heatran,0
486,,486,[],,,sinnoh,regigigas,regigigas,486,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Regigigas,regigigas,0
487,,487,"[""giratina-altered""]",altered,"Altered Forme",sinnoh,giratina,giratina-altered,487,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Giratina,giratina,0
488,,488,[],,,sinnoh,cresselia,cresselia,488,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Cresselia,cresselia,0
489,,489,[],,,sinnoh,phione,phione,489,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Phione,phione,0
490,,490,[],,,sinnoh,manaphy,manaphy,490,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Manaphy,manaphy,0
491,,491,[],,,sinnoh,darkrai,darkrai,491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Darkrai,darkrai,0
492,,492,"[""shaymin-land""]",land,"Land Forme",sinnoh,shaymin,shaymin-land,492,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Shaymin,shaymin,0
493,,493,"[""arceus-normal""]",normal,Normal,sinnoh,arceus,arceus-normal,493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,Arceus,arceus,0
494,,494,[],,,unova,victini,victini,494,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Victini,victini,0
495,,495,[],,,unova,snivy,snivy,495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Snivy,snivy,0
496,,496,[],,,unova,servine,servine,496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Servine,servine,0
497,,497,[],,,unova,serperior,serperior,497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Serperior,serperior,0
498,,498,[],,,unova,tepig,tepig,498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Tepig,tepig,0
499,,499,[],,,unova,pignite,pignite,499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Pignite,pignite,0
500,,500,[],,,unova,emboar,emboar,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Emboar,emboar,0
501,,501,[],,,unova,oshawott,oshawott,501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Oshawott,oshawott,0
502,,502,[],,,unova,dewott,dewott,502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Dewott,dewott,0
503,,503,[],,,unova,samurott,samurott,503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Samurott,samurott,0
504,,504,[],,,unova,patrat,patrat,504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Patrat,patrat,0
505,,505,[],,,unova,watchog,watchog,505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Watchog,watchog,0
506,,506,[],,,unova,lillipup,lillipup,506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Lillipup,lillipup,0
507,,507,[],,,unova,herdier,herdier,507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Herdier,herdier,0
508,,508,[],,,unova,stoutland,stoutland,508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Stoutland,stoutland,0
509,,509,[],,,unova,purrloin,purrloin,509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Purrloin,purrloin,0
510,,510,[],,,unova,liepard,liepard,510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Liepard,liepard,0
511,,511,[],,,unova,pansage,pansage,511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Pansage,pansage,0
512,,512,[],,,unova,simisage,simisage,512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Simisage,simisage,0
513,,513,[],,,unova,pansear,pansear,513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Pansear,pansear,0
514,,514,[],,,unova,simisear,simisear,514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Simisear,simisear,0
515,,515,[],,,unova,panpour,panpour,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Panpour,panpour,0
516,,516,[],,,unova,simipour,simipour,516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Simipour,simipour,0
517,,517,[],,,unova,munna,munna,517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Munna,munna,0
518,,518,[],,,unova,musharna,musharna,518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Musharna,musharna,0
519,,519,[],,,unova,pidove,pidove,519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Pidove,pidove,0
520,,520,[],,,unova,tranquill,tranquill,520,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Tranquill,tranquill,0
521,,521,[],,,unova,unfezant,unfezant,521,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Unfezant,unfezant,0
522,,522,[],,,unova,blitzle,blitzle,522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Blitzle,blitzle,0
523,,523,[],,,unova,zebstrika,zebstrika,523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Zebstrika,zebstrika,0
524,,524,[],,,unova,roggenrola,roggenrola,524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Roggenrola,roggenrola,0
525,,525,[],,,unova,boldore,boldore,525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Boldore,boldore,0
526,,526,[],,,unova,gigalith,gigalith,526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Gigalith,gigalith,0
527,,527,[],,,unova,woobat,woobat,527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Woobat,woobat,0
528,,528,[],,,unova,swoobat,swoobat,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Swoobat,swoobat,0
529,,529,[],,,unova,drilbur,drilbur,529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Drilbur,drilbur,0
530,,530,[],,,unova,excadrill,excadrill,530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Excadrill,excadrill,0
531,,531,[],,,unova,audino,audino,531,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Audino,audino,0
532,,532,[],,,unova,timburr,timburr,532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Timburr,timburr,0
533,,533,[],,,unova,gurdurr,gurdurr,533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Gurdurr,gurdurr,0
534,,534,[],,,unova,conkeldurr,conkeldurr,534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Conkeldurr,conkeldurr,0
535,,535,[],,,unova,tympole,tympole,535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Tympole,tympole,0
536,,536,[],,,unova,palpitoad,palpitoad,536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Palpitoad,palpitoad,0
537,,537,[],,,unova,seismitoad,seismitoad,537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Seismitoad,seismitoad,0
538,,538,[],,,unova,throh,throh,538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Throh,throh,0
539,,539,[],,,unova,sawk,sawk,539,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Sawk,sawk,0
540,,540,[],,,unova,sewaddle,sewaddle,540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Sewaddle,sewaddle,0
541,,541,[],,,unova,swadloon,swadloon,541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Swadloon,swadloon,0
542,,542,[],,,unova,leavanny,leavanny,542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Leavanny,leavanny,0
543,,543,[],,,unova,venipede,venipede,543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Venipede,venipede,0
544,,544,[],,,unova,whirlipede,whirlipede,544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Whirlipede,whirlipede,0
545,,545,[],,,unova,scolipede,scolipede,545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Scolipede,scolipede,0
546,,546,[],,,unova,cottonee,cottonee,546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Cottonee,cottonee,0
547,,547,[],,,unova,whimsicott,whimsicott,547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Whimsicott,whimsicott,0
548,,548,[],,,unova,petilil,petilil,548,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Petilil,petilil,0
549,,549,[],,,unova,lilligant,lilligant,549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Lilligant,lilligant,0
550,,550,"[""basculin-red-striped""]",red-striped,"Red-Striped Form",unova,basculin,basculin-red-striped,550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Basculin,basculin,0
551,,551,[],,,unova,sandile,sandile,551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Sandile,sandile,0
552,,552,[],,,unova,krokorok,krokorok,552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Krokorok,krokorok,0
553,,553,[],,,unova,krookodile,krookodile,553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Krookodile,krookodile,0
554,,554,[],,,unova,darumaka,darumaka,554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Darumaka,darumaka,0
555,,555,"[""darmanitan-standard""]",standard,"Standard Mode",unova,darmanitan,darmanitan-standard,555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Darmanitan,darmanitan,0
556,,556,[],,,unova,maractus,maractus,556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Maractus,maractus,0
557,,557,[],,,unova,dwebble,dwebble,557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Dwebble,dwebble,0
558,,558,[],,,unova,crustle,crustle,558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Crustle,crustle,0
559,,559,[],,,unova,scraggy,scraggy,559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Scraggy,scraggy,0
560,,560,[],,,unova,scrafty,scrafty,560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Scrafty,scrafty,0
561,,561,[],,,unova,sigilyph,sigilyph,561,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Sigilyph,sigilyph,0
562,,562,[],,,unova,yamask,yamask,562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,Yamask,yamask,0
