id,pokemon_id,ability1_id,ability2_id,ability_hidden_id,type1,type2,egg_group1,egg_group2,height,weight,color,actual_color,shape,male_ratio,female_ratio,growth_rate,catch_rate,hatch_cycles,base_friendship,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,yield_base_exp,yield_hp,yield_attack,yield_defense,yield_sp_attack,yield_sp_defense,yield_speed,gen
345,345,21,,114,rock,grass,water-3,,100,2380,purple,purple,head-base,0,0,erratic,45,30,50,66,41,77,61,87,23,71,0,0,0,0,1,0,8
346,346,21,,114,rock,grass,water-3,,150,6040,green,green,head-base,0,0,erratic,45,30,50,86,81,97,81,107,43,173,0,0,0,0,2,0,8
347,347,4,,33,rock,bug,water-3,,70,1250,gray,gray,insectoid,0,0,erratic,45,30,50,45,95,50,40,50,75,71,0,1,0,0,0,0,8
348,348,4,,33,rock,bug,water-3,,150,6820,gray,gray,bipedal-tailed,0,0,erratic,45,30,50,75,125,100,70,80,45,173,0,2,0,0,0,0,8
349,349,33,12,91,water,,water-1,dragon,60,740,brown,brown,fins,0,0,erratic,255,20,50,20,15,20,10,55,80,40,0,0,0,0,0,1,8
350,350,63,172,56,water,,water-1,dragon,620,16200,pink,pink,serpentine,0,0,erratic,60,20,50,95,60,79,100,125,81,189,0,0,0,0,2,0,8
351,351,59,,,normal,,fairy,amorphous,30,80,gray,gray,head,0,0,medium-fast,45,25,70,70,70,70,70,70,70,147,1,0,0,0,0,0,8
352,352,16,,168,normal,,field,,100,2200,green,green,bipedal-tailed,0,0,medium-slow,200,20,70,60,90,70,60,120,40,154,0,0,0,0,1,0,8
353,353,15,119,130,ghost,,amorphous,,60,229,black,black,head,0,0,fast,225,25,35,44,75,35,63,33,45,59,0,1,0,0,0,0,8
354,354,15,119,130,ghost,,amorphous,,110,1250,black,black,bipedal-tailed,0,0,fast,45,25,35,64,115,65,83,63,65,159,0,2,0,0,0,0,8
355,355,26,,119,ghost,,amorphous,,80,1500,black,black,head-arms,0,0,fast,190,25,35,20,40,90,30,90,25,59,0,0,0,0,1,0,8
356,356,46,,119,ghost,,amorphous,,160,3060,black,black,bipedal-tailless,0,0,fast,90,25,35,40,70,130,60,130,25,159,0,0,1,0,1,0,8
357,357,34,94,139,grass,flying,monster,grass,200,10000,green,green,quadruped,0,0,slow,200,25,70,99,68,83,72,87,51,161,2,0,0,0,0,0,8
358,358,26,,,psychic,,amorphous,,60,100,blue,blue,head-arms,0,0,fast,45,25,70,75,50,80,95,90,65,159,0,0,0,1,1,0,8
359,359,46,105,154,dark,,field,,120,4700,white,white,quadruped,0,0,medium-slow,30,25,35,65,130,60,75,60,75,163,0,2,0,0,0,0,8
360,360,23,,140,psychic,,undiscovered,,60,1400,blue,blue,bipedal-tailed,0,0,medium-fast,125,20,50,95,23,48,23,48,23,52,1,0,0,0,0,0,8
361,361,39,115,141,ice,,fairy,mineral,70,1680,gray,gray,bipedal-tailless,0,0,medium-fast,190,20,50,50,50,50,50,50,50,60,1,0,0,0,0,0,8
362,362,39,115,141,ice,,fairy,mineral,150,25650,gray,gray,head,0,0,medium-fast,75,20,50,80,80,80,80,80,80,168,2,0,0,0,0,0,8
363,363,47,115,12,ice,water,water-1,field,80,3950,blue,blue,fins,0,0,medium-slow,255,20,50,70,40,50,55,50,25,58,1,0,0,0,0,0,8
364,364,47,115,12,ice,water,water-1,field,110,8760,blue,blue,fins,0,0,medium-slow,120,20,50,90,60,70,75,70,45,144,2,0,0,0,0,0,8
365,365,47,115,12,ice,water,water-1,field,140,15060,blue,blue,quadruped,0,0,medium-slow,45,20,50,110,80,90,95,90,65,265,3,0,0,0,0,0,8
366,366,75,,155,water,,water-1,,40,5250,blue,blue,head,0,0,erratic,255,20,70,35,64,85,74,55,32,69,0,0,1,0,0,0,8
367,367,33,,41,water,,water-1,,170,2700,blue,blue,serpentine,0,0,erratic,60,20,70,55,104,105,94,75,52,170,0,1,1,0,0,0,8
368,368,33,,93,water,,water-1,,180,2260,pink,pink,serpentine,0,0,erratic,60,20,70,55,84,105,114,75,52,170,0,0,0,2,0,0,8
369,369,33,69,5,water,rock,water-1,water-2,100,2340,gray,gray,fins,0,0,slow,25,40,50,100,90,130,45,65,55,170,1,0,1,0,0,0,8
370,370,33,,93,water,,water-2,,60,869,pink,pink,fins,0,0,fast,225,20,70,43,30,55,40,65,97,116,0,0,0,0,0,1,8
371,371,69,,125,dragon,,dragon,,60,4210,blue,blue,bipedal-tailless,0,0,slow,45,40,35,45,75,60,40,30,50,60,0,1,0,0,0,0,8
372,372,69,,142,dragon,,dragon,,110,11050,white,white,quadruped,0,0,slow,45,40,35,65,95,100,60,50,50,147,0,0,2,0,0,0,8
373,373,22,,153,dragon,flying,dragon,,150,10260,blue,blue,quadruped,0,0,slow,45,40,35,95,135,80,110,80,100,300,0,3,0,0,0,0,8
374,374,29,,135,steel,psychic,mineral,,60,9520,blue,blue,head-base,0,0,slow,3,40,35,40,55,80,35,60,30,60,0,0,1,0,0,0,8
375,375,29,,135,steel,psychic,mineral,,120,20250,blue,blue,head-arms,0,0,slow,3,40,35,60,75,100,55,80,50,147,0,0,2,0,0,0,8
376,376,29,,135,steel,psychic,mineral,,160,55000,blue,blue,multiple,0,0,slow,3,40,35,80,135,130,95,90,70,300,0,0,3,0,0,0,8
377,377,29,,5,rock,,undiscovered,,170,23000,brown,brown,bipedal-tailless,0,0,slow,3,80,35,80,100,200,50,100,50,290,0,0,3,0,0,0,8
378,378,29,,115,ice,,undiscovered,,180,17500,blue,blue,bipedal-tailless,0,0,slow,3,80,35,80,50,100,100,200,50,290,0,0,0,0,3,0,8
379,379,29,,135,steel,,undiscovered,,190,20500,gray,gray,bipedal-tailless,0,0,slow,3,80,35,80,75,150,75,150,50,290,0,0,2,0,1,0,8
380,380,26,,,dragon,psychic,undiscovered,,140,4000,red,red,wings-single,0,100,slow,3,120,90,80,80,90,110,130,110,300,0,0,0,0,3,0,8
381,381,26,,,dragon,psychic,undiscovered,,200,6000,blue,blue,wings-single,100,0,slow,3,120,90,80,90,80,130,110,110,300,0,0,0,3,0,0,8
382,382,2,,,water,,undiscovered,,450,35200,blue,blue,fins,0,0,slow,3,120,0,100,100,90,150,140,90,335,0,0,0,3,0,0,8
383,383,70,,,ground,,undiscovered,,350,95000,red,red,bipedal-tailed,0,0,slow,3,120,0,100,150,140,100,90,90,335,0,3,0,0,0,0,8
384,384,76,,,dragon,flying,undiscovered,,700,20650,green,green,serpentine,0,0,slow,45,120,0,105,150,90,150,90,95,340,0,2,0,1,0,0,8
385,385,32,,,steel,psychic,undiscovered,,30,110,yellow,yellow,bipedal-tailless,0,0,slow,3,120,100,100,100,100,100,100,100,300,3,0,0,0,0,0,8
386,386,46,,,psychic,,undiscovered,,170,6080,red,red,bipedal-tailless,0,0,slow,3,120,0,50,150,50,150,50,150,270,0,1,0,1,0,1,8
387,387,65,,75,grass,,monster,grass,40,1019,green,green,quadruped,0,0,medium-slow,45,20,70,55,68,64,45,55,31,64,0,1,0,0,0,0,8
388,388,65,,75,grass,,monster,grass,110,9700,green,green,quadruped,0,0,medium-slow,45,20,70,75,89,85,55,65,36,142,0,1,1,0,0,0,8
389,389,65,,75,grass,ground,monster,grass,220,31000,green,green,quadruped,0,0,medium-slow,45,20,70,95,109,105,75,85,56,236,0,2,1,0,0,0,8
390,390,66,,89,fire,,field,human-like,50,620,brown,brown,bipedal-tailed,0,0,medium-slow,45,20,70,44,58,44,58,44,61,62,0,0,0,0,0,1,8
391,391,66,,89,fire,fighting,field,human-like,90,2200,brown,brown,bipedal-tailed,0,0,medium-slow,45,20,70,64,78,52,78,52,81,142,0,0,0,1,0,1,8
392,392,66,,89,fire,fighting,field,human-like,120,5500,brown,brown,bipedal-tailed,0,0,medium-slow,45,20,70,76,104,71,104,71,108,240,0,1,0,1,0,1,8
393,393,67,,128,water,,water-1,field,40,520,blue,blue,bipedal-tailless,0,0,medium-slow,45,20,70,53,51,53,61,56,40,63,0,0,0,1,0,0,8
394,394,67,,128,water,,water-1,field,80,2300,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,70,64,66,68,81,76,50,142,0,0,0,2,0,0,8
395,395,67,,128,water,steel,water-1,field,170,8450,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,70,84,86,88,111,101,60,239,0,0,0,3,0,0,8
396,396,51,,120,normal,flying,flying,,30,200,brown,brown,wings-single,0,0,medium-slow,255,15,70,40,55,30,30,30,60,49,0,0,0,0,0,1,8
397,397,22,,120,normal,flying,flying,,60,1550,brown,brown,wings-single,0,0,medium-slow,120,15,70,55,75,50,40,40,80,119,0,0,0,0,0,2,8
398,398,22,,120,normal,flying,flying,,120,2490,brown,brown,wings-single,0,0,medium-slow,45,15,70,85,120,70,50,60,100,218,0,3,0,0,0,0,8
399,399,86,109,141,normal,,water-1,field,50,2000,brown,brown,quadruped,0,0,medium-fast,255,15,70,59,45,40,35,40,31,50,1,0,0,0,0,0,8
400,400,86,109,141,normal,water,water-1,field,100,3150,brown,brown,bipedal-tailed,0,0,medium-fast,127,15,70,79,85,60,55,60,71,144,0,2,0,0,0,0,8
401,401,61,,50,bug,,bug,,30,220,red,red,bipedal-tailless,0,0,medium-slow,255,15,70,37,25,41,25,41,25,39,0,0,1,0,0,0,8
402,402,68,,101,bug,,bug,,100,2550,red,red,wings-multiple,0,0,medium-slow,45,15,70,77,85,51,55,51,65,134,0,2,0,0,0,0,8
403,403,79,22,62,electric,,field,,50,950,blue,blue,quadruped,0,0,medium-slow,235,20,50,45,65,34,40,34,45,53,0,1,0,0,0,0,8
404,404,79,22,62,electric,,field,,90,3050,blue,blue,quadruped,0,0,medium-slow,120,20,100,60,85,49,60,49,60,127,0,2,0,0,0,0,8
405,405,79,22,62,electric,,field,,140,4200,blue,blue,quadruped,0,0,medium-slow,45,20,50,80,120,79,95,79,70,262,0,3,0,0,0,0,8
406,406,30,38,102,grass,poison,undiscovered,,20,120,green,green,bipedal-tailless,0,0,medium-slow,255,20,50,40,30,35,50,70,55,56,0,0,0,1,0,0,8
407,407,30,38,101,grass,poison,fairy,grass,90,1450,green,green,bipedal-tailless,0,0,medium-slow,75,20,50,60,70,65,125,105,90,258,0,0,0,3,0,0,8
408,408,104,,125,rock,,monster,,90,3150,blue,blue,bipedal-tailed,0,0,erratic,45,30,70,67,125,40,30,30,58,70,0,1,0,0,0,0,8
409,409,104,,125,rock,,monster,,160,10250,blue,blue,bipedal-tailed,0,0,erratic,45,30,70,97,165,60,65,50,58,173,0,2,0,0,0,0,8
410,410,5,,43,rock,steel,monster,,50,5700,gray,gray,quadruped,0,0,erratic,45,30,70,30,42,118,42,88,30,70,0,0,1,0,0,0,8
411,411,5,,43,rock,steel,monster,,130,14950,gray,gray,quadruped,0,0,erratic,45,30,70,60,52,168,47,138,30,173,0,0,2,0,0,0,8
412,412,61,,142,bug,,bug,,20,340,green,green,head-base,0,0,medium-fast,120,15,70,40,29,45,29,45,36,45,0,0,0,0,1,0,8
413,413,107,,142,bug,grass,bug,,50,650,green,green,head-base,0,100,medium-fast,45,15,70,60,59,85,79,105,36,148,0,0,0,0,2,0,8
414,414,68,,110,bug,flying,bug,,90,2330,yellow,yellow,wings-multiple,100,0,medium-fast,45,15,70,70,94,50,94,50,66,148,0,1,0,1,0,0,8
415,415,118,,55,bug,flying,bug,,30,550,yellow,yellow,multiple,0,0,medium-slow,120,15,50,30,30,42,30,42,70,49,0,0,0,0,0,1,8
416,416,46,,127,bug,flying,bug,,120,3850,yellow,yellow,wings-multiple,0,100,medium-slow,45,15,50,70,80,102,80,102,40,166,0,0,1,0,1,0,8
417,417,50,53,10,electric,,field,fairy,40,390,white,white,quadruped,0,0,medium-fast,200,10,100,60,45,70,45,90,95,142,0,0,0,0,0,1,8
418,418,33,,41,water,,water-1,field,70,2950,brown,brown,quadruped,0,0,medium-fast,190,20,70,55,65,35,60,30,85,66,0,0,0,0,0,1,8
419,419,33,,41,water,,water-1,field,110,3350,brown,brown,quadruped,0,0,medium-fast,75,20,70,85,105,55,85,50,115,173,0,0,0,0,0,2,8
420,420,34,,,grass,,fairy,grass,40,330,pink,pink,multiple,0,0,medium-fast,190,20,50,45,35,45,62,53,35,55,0,0,0,1,0,0,8
421,421,122,,,grass,,fairy,grass,50,930,purple,purple,head-legs,0,0,medium-fast,75,20,50,70,60,70,87,78,85,158,0,0,0,2,0,0,8
422,422,60,114,159,water,,water-1,amorphous,30,630,purple,purple,serpentine,0,0,medium-fast,190,20,50,76,48,48,57,62,34,65,1,0,0,0,0,0,8
423,423,60,114,159,water,ground,water-1,amorphous,90,2990,purple,purple,serpentine,0,0,medium-fast,75,20,50,111,83,68,92,82,39,166,2,0,0,0,0,0,8
424,424,101,53,92,normal,,field,,120,2030,purple,purple,bipedal-tailed,0,0,fast,45,20,100,75,100,66,60,66,115,169,0,0,0,0,0,2,8
425,425,106,84,138,ghost,flying,amorphous,,40,120,purple,purple,head-arms,0,0,fluctuating,125,30,50,90,50,34,60,44,70,70,1,0,0,0,0,0,8
426,426,106,84,138,ghost,flying,amorphous,,120,1500,purple,purple,head-arms,0,0,fluctuating,60,30,50,150,80,44,90,54,80,174,2,0,0,0,0,0,8
427,427,50,103,7,normal,,field,human-like,40,550,brown,brown,bipedal-tailed,0,0,medium-fast,190,20,0,55,66,44,44,56,85,70,0,0,0,0,0,1,8
428,428,56,103,7,normal,,field,human-like,120,3329,brown,brown,bipedal-tailed,0,0,medium-fast,60,20,140,65,76,84,54,96,105,168,0,0,0,0,0,2,8
429,429,26,,,ghost,,amorphous,,90,440,purple,purple,head,0,0,fast,45,25,35,60,60,60,105,105,105,173,0,0,0,1,1,0,8
430,430,15,105,153,dark,flying,flying,,90,2730,black,black,wings-single,0,0,medium-slow,30,20,35,100,125,52,105,52,71,177,0,2,0,0,0,0,8
431,431,7,20,51,normal,,field,,50,390,gray,gray,quadruped,0,0,fast,190,20,70,49,55,42,42,37,85,62,0,0,0,0,0,1,8
432,432,47,20,128,normal,,field,,100,4380,gray,gray,quadruped,0,0,fast,75,20,70,71,82,64,64,59,112,158,0,0,0,0,0,2,8
433,433,26,,,psychic,,undiscovered,,20,60,yellow,yellow,bipedal-tailless,0,0,fast,120,25,70,45,30,50,65,50,45,57,0,0,0,1,0,0,8
434,434,1,106,51,poison,dark,field,,40,1920,purple,purple,quadruped,0,0,medium-fast,225,20,50,63,63,47,41,41,74,66,0,0,0,0,0,1,8
435,435,1,106,51,poison,dark,field,,100,3800,purple,purple,quadruped,0,0,medium-fast,60,20,50,103,93,67,71,61,84,168,2,0,0,0,0,0,8
436,436,26,85,134,steel,psychic,mineral,,50,6050,green,green,head,0,0,medium-fast,255,20,50,57,24,86,24,86,23,60,0,0,1,0,0,0,8
437,437,26,85,134,steel,psychic,mineral,,130,18700,green,green,head-arms,0,0,medium-fast,90,20,50,67,89,116,79,116,33,175,0,0,1,0,1,0,8
438,438,5,69,155,rock,,undiscovered,,50,1500,brown,brown,head-legs,0,0,medium-fast,255,20,50,50,80,95,10,45,10,58,0,0,1,0,0,0,8
439,439,43,111,101,psychic,fairy,undiscovered,,60,1300,pink,pink,bipedal-tailless,0,0,medium-fast,145,25,50,20,25,45,70,90,60,62,0,0,0,0,1,0,8
440,440,30,32,132,normal,,undiscovered,,60,2440,pink,pink,bipedal-tailless,0,100,fast,130,40,140,100,5,5,15,65,30,110,1,0,0,0,0,0,8
441,441,51,77,145,normal,flying,flying,,50,190,black,black,wings-single,0,0,medium-slow,30,20,35,76,65,45,92,42,91,144,0,1,0,0,0,0,8
442,442,46,,151,ghost,dark,amorphous,,100,10800,purple,purple,head-base,0,0,medium-fast,100,30,50,50,92,108,92,108,35,170,0,0,1,0,1,0,8
443,443,8,,24,dragon,ground,monster,dragon,70,2050,blue,blue,bipedal-tailed,0,0,slow,45,40,50,58,70,45,40,45,42,60,0,1,0,0,0,0,8
444,444,8,,24,dragon,ground,monster,dragon,140,5600,blue,blue,bipedal-tailed,0,0,slow,45,40,50,68,90,65,50,55,82,144,0,2,0,0,0,0,8
445,445,8,,24,dragon,ground,monster,dragon,190,9500,blue,blue,bipedal-tailed,0,0,slow,45,40,50,108,130,95,80,85,102,300,0,3,0,0,0,0,8
446,446,53,47,82,normal,,undiscovered,,60,10500,black,black,bipedal-tailless,0,0,slow,50,40,50,135,85,40,40,85,5,78,1,0,0,0,0,0,8
447,447,80,39,158,fighting,,undiscovered,,70,2020,blue,blue,bipedal-tailed,0,0,medium-slow,75,25,50,40,70,40,35,40,60,57,0,1,0,0,0,0,8
448,448,80,39,154,fighting,steel,field,human-like,120,5400,blue,blue,bipedal-tailed,0,0,medium-slow,45,25,50,70,110,70,115,70,90,184,0,1,0,1,0,0,8
449,449,45,,159,ground,,field,,80,4950,brown,brown,quadruped,0,0,slow,140,30,50,68,72,78,38,42,32,66,0,0,1,0,0,0,8
450,450,45,,159,ground,,field,,200,30000,brown,brown,quadruped,0,0,slow,60,30,50,108,112,118,68,72,47,184,0,0,2,0,0,0,8
451,451,4,97,51,poison,bug,bug,water-3,80,1200,purple,purple,insectoid,0,0,slow,120,20,50,40,50,90,30,55,65,66,0,0,1,0,0,0,8
452,452,4,97,51,poison,dark,bug,water-3,130,6150,purple,purple,insectoid,0,0,slow,45,20,50,70,90,110,60,75,95,175,0,0,2,0,0,0,8
453,453,107,87,143,poison,fighting,human-like,,70,2300,blue,blue,bipedal-tailless,0,0,medium-fast,140,10,100,48,61,40,61,40,50,60,0,1,0,0,0,0,8
454,454,107,87,143,poison,fighting,human-like,,130,4440,blue,blue,bipedal-tailless,0,0,medium-fast,75,20,50,83,106,65,86,65,85,172,0,2,0,0,0,0,8
455,455,26,,,grass,,grass,,140,2700,green,green,tentacles,0,0,slow,200,25,70,74,100,72,90,72,46,159,0,2,0,0,0,0,8
456,456,33,114,41,water,,water-2,,40,700,blue,blue,fins,0,0,erratic,190,20,70,49,49,56,49,61,66,66,0,0,0,0,0,1,8
457,457,33,114,41,water,,water-2,,120,2400,blue,blue,fins,0,0,erratic,75,20,70,69,69,76,69,86,91,161,0,0,0,0,0,2,8
458,458,33,11,41,water,flying,undiscovered,,100,6500,blue,blue,wings-single,0,0,slow,25,25,50,45,20,50,60,120,50,69,0,0,0,0,1,0,8
459,459,117,,43,grass,ice,monster,grass,100,5050,white,white,bipedal-tailed,0,0,slow,120,20,50,60,62,50,62,60,40,67,0,1,0,0,0,0,8
460,460,117,,43,grass,ice,monster,grass,220,13550,white,white,bipedal-tailed,0,0,slow,60,20,50,90,92,75,92,85,60,173,0,1,0,1,0,0,8
461,461,46,,124,dark,ice,field,,110,3400,black,black,bipedal-tailed,0,0,medium-slow,45,20,35,70,120,65,45,85,125,179,0,1,0,0,0,1,8
462,462,42,5,148,electric,steel,mineral,,120,18000,gray,gray,head-arms,0,0,medium-fast,30,20,50,70,70,115,130,90,60,268,0,0,0,3,0,0,8
463,463,20,12,13,normal,,monster,,170,14000,pink,pink,bipedal-tailless,0,0,medium-fast,30,20,50,110,85,95,80,95,50,180,3,0,0,0,0,0,8
464,464,31,116,120,ground,rock,monster,field,240,28280,gray,gray,bipedal-tailed,0,0,slow,30,20,50,115,140,130,55,55,40,268,0,3,0,0,0,0,8
465,465,34,102,144,grass,,grass,,200,12860,blue,blue,bipedal-tailless,0,0,medium-fast,30,20,50,100,100,125,110,50,50,187,0,0,2,0,0,0,8
466,466,78,,72,electric,,human-like,,180,13860,yellow,yellow,bipedal-tailed,0,0,medium-fast,30,25,50,75,123,67,95,85,95,270,0,3,0,0,0,0,8
467,467,49,,72,fire,,human-like,,160,6800,red,red,bipedal-tailed,0,0,medium-fast,30,25,50,75,95,67,125,95,83,270,0,0,0,3,0,0,8
468,468,55,32,105,fairy,flying,flying,fairy,150,3800,white,white,wings-single,0,0,fast,30,10,50,85,50,95,120,115,80,273,0,0,0,2,1,0,8
469,469,3,110,119,bug,flying,bug,,190,5150,green,green,wings-multiple,0,0,medium-fast,30,20,70,86,76,86,116,56,95,180,0,2,0,0,0,0,8
470,470,102,,34,grass,,field,,100,2550,green,green,quadruped,0,0,medium-fast,45,35,35,65,110,130,60,65,95,184,0,0,2,0,0,0,8
471,471,81,,115,ice,,field,,80,2590,blue,blue,quadruped,0,0,medium-fast,45,35,35,65,60,110,130,95,65,184,0,0,0,2,0,0,8
472,472,52,8,90,ground,flying,bug,,200,4250,purple,purple,wings-single,0,0,medium-slow,30,20,70,75,95,125,45,75,95,179,0,0,2,0,0,0,8
473,473,12,81,47,ice,ground,field,,250,29100,brown,brown,quadruped,0,0,slow,50,20,50,110,130,80,70,60,80,265,0,3,0,0,0,0,8
474,474,91,88,148,normal,,mineral,,90,3400,red,red,head-arms,0,0,medium-fast,30,20,50,85,80,70,135,75,90,268,0,0,0,3,0,0,8
475,475,80,,154,psychic,fighting,human-like,amorphous,160,5200,white,white,bipedal-tailless,100,0,slow,45,20,35,68,125,65,65,115,80,259,0,3,0,0,0,0,8
476,476,5,42,159,rock,steel,mineral,,140,34000,gray,gray,multiple,0,0,medium-fast,60,20,70,60,55,145,75,150,40,184,0,0,1,0,2,0,8
477,477,46,,119,ghost,,amorphous,,220,10660,black,black,head-arms,0,0,fast,45,25,35,45,100,135,65,135,45,263,0,0,1,0,2,0,8
478,478,81,,130,ice,ghost,fairy,mineral,130,2660,white,white,head-arms,0,100,medium-fast,75,20,50,70,80,70,80,70,110,168,0,0,0,0,0,2,8
479,479,26,,,electric,ghost,amorphous,,30,30,red,red,head,0,0,medium-fast,45,20,50,50,50,77,95,77,91,154,0,0,0,1,0,1,8
480,480,26,,,psychic,,undiscovered,,30,30,yellow,yellow,bipedal-tailed,0,0,slow,3,80,140,75,75,130,75,130,95,290,0,0,2,0,1,0,8
481,481,26,,,psychic,,undiscovered,,30,30,pink,pink,bipedal-tailed,0,0,slow,3,80,140,80,105,105,105,105,80,290,0,1,0,1,1,0,8
482,482,26,,,psychic,,undiscovered,,30,30,blue,blue,bipedal-tailed,0,0,slow,3,80,140,75,125,70,125,70,115,290,0,2,0,1,0,0,8
483,483,46,,140,steel,dragon,undiscovered,,540,68300,white,white,quadruped,0,0,slow,3,120,0,100,120,120,150,100,90,340,0,0,0,3,0,0,8
484,484,46,,140,water,dragon,undiscovered,,420,33600,purple,purple,bipedal-tailed,0,0,slow,3,120,0,90,120,100,150,120,100,340,0,0,0,3,0,0,8
485,485,18,,49,fire,steel,undiscovered,,170,43000,brown,brown,quadruped,0,0,slow,3,10,100,91,90,106,130,106,77,300,0,0,0,3,0,0,8
486,486,112,,,normal,,undiscovered,,370,42000,white,white,bipedal-tailless,0,0,slow,3,120,0,110,160,110,80,110,100,335,0,3,0,0,0,0,8
487,487,46,,140,ghost,dragon,undiscovered,,450,75000,black,black,tentacles,0,0,slow,3,120,0,150,100,120,100,120,90,340,3,0,0,0,0,0,8
488,488,26,,,psychic,,undiscovered,,150,8560,yellow,yellow,serpentine,0,100,slow,3,120,100,120,70,120,75,130,85,300,0,0,0,0,3,0,8
489,489,93,,,water,,water-1,fairy,40,310,blue,blue,head-arms,0,0,slow,30,40,70,80,80,80,80,80,80,216,1,0,0,0,0,0,8
490,490,93,,,water,,water-1,fairy,30,140,blue,blue,bipedal-tailless,0,0,slow,3,10,70,100,100,100,100,100,100,270,3,0,0,0,0,0,8
491,491,123,,,dark,,undiscovered,,150,5050,black,black,bipedal-tailless,0,0,slow,3,120,0,70,90,90,135,90,125,270,0,0,0,2,0,1,8
492,492,30,,,grass,,undiscovered,,20,210,green,green,quadruped,0,0,medium-slow,45,120,100,100,100,100,100,100,100,270,3,0,0,0,0,0,8
493,493,121,,,normal,,undiscovered,,320,32000,white,white,quadruped,0,0,slow,3,120,0,120,120,120,120,120,120,324,3,0,0,0,0,0,8
494,494,162,,,psychic,fire,undiscovered,,40,400,yellow,yellow,bipedal-tailless,0,0,slow,3,120,100,100,100,100,100,100,100,300,3,0,0,0,0,0,8
495,495,65,,126,grass,,field,grass,60,810,green,green,bipedal-tailed,0,0,medium-slow,45,20,70,45,45,55,45,55,63,62,0,0,0,0,0,1,8
496,496,65,,126,grass,,field,grass,80,1600,green,green,bipedal-tailed,0,0,medium-slow,45,20,70,60,60,75,60,75,83,145,0,0,0,0,0,2,8
497,497,65,,126,grass,,field,grass,330,6300,green,green,serpentine,0,0,medium-slow,45,20,70,75,75,95,75,95,113,238,0,0,0,0,0,3,8
498,498,66,,47,fire,,field,,50,990,red,red,quadruped,0,0,medium-slow,45,20,70,65,63,45,45,45,45,62,1,0,0,0,0,0,8
499,499,66,,47,fire,fighting,field,,100,5550,red,red,bipedal-tailed,0,0,medium-slow,45,20,70,90,93,55,70,55,55,146,0,2,0,0,0,0,8
500,500,66,,120,fire,fighting,field,,160,15000,red,red,bipedal-tailed,0,0,medium-slow,45,20,70,110,123,65,100,65,65,238,0,3,0,0,0,0,8
501,501,67,,75,water,,field,,50,590,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,70,55,55,45,63,45,45,62,0,0,0,1,0,0,8
502,502,67,,75,water,,field,,80,2450,blue,blue,bipedal-tailed,0,0,medium-slow,45,20,70,75,75,60,83,60,60,145,0,0,0,2,0,0,8
503,503,67,,75,water,,field,,150,9460,blue,blue,quadruped,0,0,medium-slow,45,20,70,95,100,85,108,70,70,238,0,0,0,3,0,0,8
504,504,50,51,148,normal,,field,,50,1160,brown,brown,quadruped,0,0,medium-fast,255,15,70,45,55,39,35,39,42,51,0,1,0,0,0,0,8
505,505,35,51,148,normal,,field,,110,2700,brown,brown,bipedal-tailed,0,0,medium-fast,255,20,70,60,85,69,60,69,77,147,0,2,0,0,0,0,8
506,506,72,53,50,normal,,field,,40,409,brown,brown,quadruped,0,0,medium-slow,255,15,50,45,60,45,25,45,55,55,0,1,0,0,0,0,8
507,507,22,146,113,normal,,field,,90,1470,gray,gray,quadruped,0,0,medium-slow,120,15,50,65,80,65,35,65,60,130,0,2,0,0,0,0,8
508,508,22,146,113,normal,,field,,120,6100,gray,gray,quadruped,0,0,medium-slow,45,15,50,85,110,90,45,90,80,250,0,3,0,0,0,0,8
509,509,7,84,158,dark,,field,,40,1010,purple,purple,quadruped,0,0,medium-fast,255,20,50,41,50,37,50,37,66,56,0,0,0,0,0,1,8
510,510,7,84,158,dark,,field,,110,3750,purple,purple,quadruped,0,0,medium-fast,90,20,50,64,88,50,88,50,106,156,0,0,0,0,0,2,8
511,511,82,,65,grass,,field,,60,1050,green,green,bipedal-tailed,0,0,medium-fast,190,20,70,50,53,48,53,48,64,63,0,0,0,0,0,1,8
512,512,82,,65,grass,,field,,110,3050,green,green,bipedal-tailed,0,0,medium-fast,75,20,70,75,98,63,98,63,101,174,0,0,0,0,0,2,8
513,513,82,,66,fire,,field,,60,1100,red,red,bipedal-tailed,0,0,medium-fast,190,20,70,50,53,48,53,48,64,63,0,0,0,0,0,1,8
514,514,82,,66,fire,,field,,100,2800,red,red,bipedal-tailed,0,0,medium-fast,75,20,70,75,98,63,98,63,101,174,0,0,0,0,0,2,8
515,515,82,,67,water,,field,,60,1350,blue,blue,bipedal-tailed,0,0,medium-fast,190,20,70,50,53,48,53,48,64,63,0,0,0,0,0,1,8
516,516,82,,67,water,,field,,100,2900,blue,blue,bipedal-tailed,0,0,medium-fast,75,20,70,75,98,63,98,63,101,174,0,0,0,0,0,2,8
517,517,108,28,140,psychic,,field,,60,2330,pink,pink,quadruped,0,0,fast,190,10,50,76,25,45,67,55,24,58,1,0,0,0,0,0,8
518,518,108,28,140,psychic,,field,,110,6050,pink,pink,bipedal-tailless,0,0,fast,75,10,50,116,55,85,107,95,29,170,2,0,0,0,0,0,8
